,Price,Ampirion Load Forecast,PV+Wind Forecast
2012-03-20 18:00:00,56.88,25725.25,5385.0337500000005
2012-03-20 19:00:00,88.19,27401.5,4725.3925
2012-03-20 20:00:00,56.42,26196.0,4689.0675
2012-03-20 21:00:00,50.08,24776.5,4736.015
2012-03-20 22:00:00,42.74,23038.75,4701.975
2012-03-20 23:00:00,36.46,21248.75,4485.735
2012-03-21 00:00:00,35.47,19426.75,4775.62
2012-03-21 01:00:00,35.03,18896.0,4534.5325
2012-03-21 02:00:00,33.61,18875.25,4167.7425
2012-03-21 03:00:00,33.71,19173.5,3793.68
2012-03-21 04:00:00,33.71,19650.25,3331.365
2012-03-21 05:00:00,38.44,20722.5,3013.90875
2012-03-21 06:00:00,46.31,23341.75,3008.231
2012-03-21 07:00:00,59.6,24788.5,4676.53925
2012-03-21 08:00:00,56.09,25501.25,7448.51525
2012-03-21 09:00:00,48.91,25756.75,10160.286500000002
2012-03-21 10:00:00,42.03,26123.0,12587.63175
2012-03-21 11:00:00,39.97,26538.0,14284.74475
2012-03-21 12:00:00,38.63,26263.0,14785.2985
2012-03-21 13:00:00,40.0,26048.75,14124.146250000002
2012-03-21 14:00:00,40.97,25486.75,12517.22
2012-03-21 15:00:00,42.57,24898.5,9733.79125
2012-03-21 16:00:00,42.82,24212.0,6574.65625
2012-03-21 17:00:00,47.09,24419.5,3746.92575
2012-03-21 18:00:00,56.18,25505.25,2076.6525
2012-03-21 19:00:00,84.47,27281.5,1670.3525000000002
2012-03-21 20:00:00,61.02,26035.5,1588.6625
2012-03-21 21:00:00,48.97,24518.0,1560.42
2012-03-21 22:00:00,47.94,22734.0,1436.0625
2012-03-21 23:00:00,39.96,20938.5,1357.7975
2012-03-22 00:00:00,39.87,19268.5,1346.59
2012-03-22 01:00:00,37.6,18804.25,1320.045
2012-03-22 02:00:00,35.33,18816.0,1303.2025
2012-03-22 03:00:00,32.43,19107.0,1304.06
2012-03-22 04:00:00,33.42,19518.5,1345.645
2012-03-22 05:00:00,38.07,20634.75,1327.42125
2012-03-22 06:00:00,49.97,22748.5,1591.058
2012-03-22 07:00:00,53.19,24321.75,3506.59825
2012-03-22 08:00:00,56.99,25049.0,6569.26
2012-03-22 09:00:00,48.99,25502.25,9602.032249999998
2012-03-22 10:00:00,40.94,26085.0,12258.27175
2012-03-22 11:00:00,40.09,26378.0,14028.02925
2012-03-22 12:00:00,40.07,26195.0,14621.0955
2012-03-22 13:00:00,40.22,25918.5,14015.20175
2012-03-22 14:00:00,41.11,25530.0,12383.30225
2012-03-22 15:00:00,43.68,25006.25,9393.76125
2012-03-22 16:00:00,44.0,24256.25,6156.974749999999
2012-03-22 17:00:00,47.66,24078.0,3433.25425
2012-03-22 18:00:00,55.95,24826.5,1914.1685
2012-03-22 19:00:00,75.45,26350.0,1699.1787499999998
2012-03-22 20:00:00,59.49,25047.0,1733.255
2012-03-22 21:00:00,48.44,23571.75,1751.72
2012-03-22 22:00:00,45.26,22233.0,1670.43
2012-03-22 23:00:00,40.1,20611.0,1500.5575
2012-03-23 00:00:00,35.68,18885.25,1342.955
2012-03-23 01:00:00,33.53,18438.5,1184.785
2012-03-23 02:00:00,30.35,18410.5,1016.7125
2012-03-23 03:00:00,27.14,18611.5,875.835
2012-03-23 04:00:00,28.61,18906.25,749.095
2012-03-23 05:00:00,34.18,19992.75,686.79
2012-03-23 06:00:00,42.52,22466.5,986.4085
2012-03-23 07:00:00,51.11,23856.0,3115.2825000000003
2012-03-23 08:00:00,52.32,24811.0,6336.447499999999
2012-03-23 09:00:00,49.94,25464.5,9390.46
2012-03-23 10:00:00,42.6,26081.25,11940.42725
2012-03-23 11:00:00,40.3,26396.0,13437.830500000002
2012-03-23 12:00:00,39.64,26515.5,13696.31125
2012-03-23 13:00:00,39.61,26051.25,12800.58275
2012-03-23 14:00:00,39.74,25179.25,11019.86475
2012-03-23 15:00:00,39.94,24604.5,8090.01075
2012-03-23 16:00:00,41.04,23976.0,5047.99975
2012-03-23 17:00:00,43.0,23679.75,2561.74375
2012-03-23 18:00:00,51.01,24166.25,1131.3075
2012-03-23 19:00:00,63.53,25435.5,900.0324999999999
2012-03-23 20:00:00,51.95,23684.25,969.645
2012-03-23 21:00:00,42.11,22463.0,961.095
2012-03-23 22:00:00,42.43,21339.0,868.945
2012-03-23 23:00:00,39.65,20178.0,844.545
2012-03-24 00:00:00,43.75,18416.0,790.525
2012-03-24 01:00:00,37.41,17859.0,678.4025
2012-03-24 02:00:00,34.29,17522.75,586.3025
2012-03-24 03:00:00,26.29,17540.25,492.075
2012-03-24 04:00:00,31.08,17706.75,437.5875
2012-03-24 05:00:00,35.13,17813.25,485.2125
2012-03-24 06:00:00,35.16,17907.0,827.3199999999999
2012-03-24 07:00:00,37.45,19076.25,2834.49175
2012-03-24 08:00:00,39.94,20784.25,5849.36975
2012-03-24 09:00:00,44.28,21871.25,8697.726999999999
2012-03-24 10:00:00,38.55,22468.0,11177.4385
2012-03-24 11:00:00,39.24,22387.0,12659.659
2012-03-24 12:00:00,39.39,22174.0,12809.08375
2012-03-24 13:00:00,34.93,21487.5,11690.08425
2012-03-24 14:00:00,28.98,20639.75,9946.106
2012-03-24 15:00:00,29.94,20228.5,7569.903749999999
2012-03-24 16:00:00,33.0,19990.5,5048.662
2012-03-24 17:00:00,38.52,20288.0,2913.7560000000003
2012-03-24 18:00:00,46.53,21308.0,1656.29225
2012-03-24 19:00:00,58.5,22146.5,1485.2175
2012-03-24 20:00:00,48.99,20886.5,1582.07
2012-03-24 21:00:00,42.08,20204.25,1626.9425
2012-03-24 22:00:00,45.15,19749.75,1654.8975
2012-03-24 23:00:00,38.54,18644.25,1659.04
2012-03-25 00:00:00,25.46,18522.5,1660.9975
2012-03-25 01:00:00,22.88,17595.5,1726.70583333333
2012-03-25 02:00:00,22.7,17595.5,1778.05166666667
2012-03-25 03:00:00,22.52,17228.25,1829.3975
2012-03-25 04:00:00,20.95,17530.5,1963.635
2012-03-25 05:00:00,20.03,17299.25,2060.975
2012-03-25 06:00:00,21.03,16135.5,2342.0375
2012-03-25 07:00:00,23.61,15690.75,3334.6055
2012-03-25 08:00:00,25.14,16298.25,5825.673500000001
2012-03-25 09:00:00,27.07,17435.75,8697.543
2012-03-25 10:00:00,25.09,18069.75,11336.79725
2012-03-25 11:00:00,24.1,18219.0,13654.871
2012-03-25 12:00:00,14.94,18375.5,15069.666
2012-03-25 13:00:00,12.67,17164.25,15438.1145
2012-03-25 14:00:00,11.64,16292.25,14676.6035
2012-03-25 15:00:00,11.19,16678.5,12934.524
2012-03-25 16:00:00,17.56,16799.0,9865.00725
2012-03-25 17:00:00,23.85,18060.75,6869.1855
2012-03-25 18:00:00,32.51,19760.5,4593.041
2012-03-25 19:00:00,36.68,21240.75,3190.9135
2012-03-25 20:00:00,42.67,22288.25,2798.1625
2012-03-25 21:00:00,39.15,22353.75,2665.605
2012-03-25 22:00:00,44.85,23090.25,2442.575
2012-03-25 23:00:00,37.9,21128.25,2169.5875
2012-03-26 00:00:00,27.02,19803.5,1805.69
2012-03-26 01:00:00,26.32,18855.25,1488.955
2012-03-26 02:00:00,23.76,18428.5,1219.11
2012-03-26 03:00:00,23.16,18861.5,991.7775
2012-03-26 04:00:00,24.64,19641.75,850.6325
2012-03-26 05:00:00,26.93,21044.5,736.075
2012-03-26 06:00:00,46.42,23960.5,701.5675
2012-03-26 07:00:00,58.28,25631.75,1088.4715
2012-03-26 08:00:00,67.14,26220.0,3363.9495
2012-03-26 09:00:00,63.16,25974.75,6388.7302500000005
2012-03-26 10:00:00,52.39,26053.25,9510.55625
2012-03-26 11:00:00,44.01,25743.5,12269.59425
2012-03-26 12:00:00,39.93,25762.5,14116.0595
2012-03-26 13:00:00,38.1,24966.0,14778.96325
2012-03-26 14:00:00,35.13,24413.0,14270.0
2012-03-26 15:00:00,35.08,24634.25,12716.926
2012-03-26 16:00:00,37.53,24211.5,9688.92225
2012-03-26 17:00:00,40.91,24545.0,6420.721750000001
2012-03-26 18:00:00,44.52,25848.25,3519.434
2012-03-26 19:00:00,50.0,28072.5,1751.1495
2012-03-26 20:00:00,57.59,26837.0,1430.505
2012-03-26 21:00:00,50.0,25853.75,1552.565
2012-03-26 22:00:00,46.17,25035.0,1685.1
2012-03-26 23:00:00,40.29,22659.25,1871.915
2012-03-27 00:00:00,34.97,19605.0,2423.8025
2012-03-27 01:00:00,29.88,18603.75,2865.965
2012-03-27 02:00:00,23.85,18267.75,3372.7475
2012-03-27 03:00:00,21.29,18483.75,3830.0275
2012-03-27 04:00:00,23.1,18743.0,4232.9825
2012-03-27 05:00:00,31.66,19702.25,4540.95
2012-03-27 06:00:00,42.5,22148.0,4777.736250000001
2012-03-27 07:00:00,53.05,24047.75,5414.976
2012-03-27 08:00:00,55.0,24770.25,7768.25225
2012-03-27 09:00:00,50.51,25074.25,10744.99275
2012-03-27 10:00:00,46.97,25255.0,13671.03325
2012-03-27 11:00:00,44.33,25996.75,16529.9275
2012-03-27 12:00:00,38.25,26106.25,18260.153
2012-03-27 13:00:00,36.45,25823.25,18957.20575
2012-03-27 14:00:00,34.09,25123.75,18415.64025
2012-03-27 15:00:00,34.65,24541.5,16708.299
2012-03-27 16:00:00,35.42,23621.0,13454.40125
2012-03-27 17:00:00,36.18,23609.5,9954.80275
2012-03-27 18:00:00,42.35,24302.5,6720.3642500000005
2012-03-27 19:00:00,48.98,25769.5,4466.14925
2012-03-27 20:00:00,54.05,24993.25,3847.38875
2012-03-27 21:00:00,45.97,23264.0,3726.2125
2012-03-27 22:00:00,43.98,21700.75,3569.6075
2012-03-27 23:00:00,38.2,19796.0,3321.5325
2012-03-28 00:00:00,32.62,18422.75,2989.2
2012-03-28 01:00:00,26.01,17887.0,2918.725
2012-03-28 02:00:00,23.2,17863.25,2978.605
2012-03-28 03:00:00,21.58,18208.75,3138.47
2012-03-28 04:00:00,23.06,18581.5,3419.29
2012-03-28 05:00:00,32.62,19771.25,3891.4325
2012-03-28 06:00:00,44.99,22547.5,4212.775
2012-03-28 07:00:00,52.94,23968.25,4946.10525
2012-03-28 08:00:00,58.07,24575.0,7519.05725
2012-03-28 09:00:00,57.05,25058.5,10816.36075
2012-03-28 10:00:00,48.91,25288.5,14091.814
2012-03-28 11:00:00,45.92,26043.0,17333.33125
2012-03-28 12:00:00,39.98,26150.75,19882.66525
2012-03-28 13:00:00,38.53,25868.75,21440.5145
2012-03-28 14:00:00,35.38,25169.5,21856.834
2012-03-28 15:00:00,34.09,24593.5,21239.93175
2012-03-28 16:00:00,35.66,23669.5,19146.58325
2012-03-28 17:00:00,38.37,23633.5,16543.10975
2012-03-28 18:00:00,44.94,24303.75,13493.9335
2012-03-28 19:00:00,48.0,25742.75,11347.7055
2012-03-28 20:00:00,50.12,24939.75,10917.625
2012-03-28 21:00:00,46.73,23193.0,11284.31
2012-03-28 22:00:00,41.83,21616.0,11808.1975
2012-03-28 23:00:00,21.55,19697.0,12407.255
2012-03-29 00:00:00,17.68,18548.5,12886.35
2012-03-29 01:00:00,16.59,17991.5,12929.255
2012-03-29 02:00:00,16.14,17791.0,12935.54
2012-03-29 03:00:00,14.94,18123.5,12930.81
2012-03-29 04:00:00,14.2,18440.25,13123.56
2012-03-29 05:00:00,22.55,19626.25,12982.515
2012-03-29 06:00:00,38.99,22422.5,13160.91875
2012-03-29 07:00:00,48.53,23950.25,13939.019
2012-03-29 08:00:00,48.93,24492.5,16283.1015
2012-03-29 09:00:00,40.16,24700.75,19489.2125
2012-03-29 10:00:00,37.04,25350.25,22944.7915
2012-03-29 11:00:00,35.53,25976.75,26148.54025
2012-03-29 12:00:00,25.77,26112.5,28091.41425
2012-03-29 13:00:00,25.12,26113.75,28759.7895
2012-03-29 14:00:00,24.55,25478.0,28178.26575
2012-03-29 15:00:00,24.47,24964.5,26696.64825
2012-03-29 16:00:00,25.13,24137.25,24638.9155
2012-03-29 17:00:00,35.96,23427.25,22114.14025
2012-03-29 18:00:00,42.23,23650.25,19935.9335
2012-03-29 19:00:00,46.0,24016.5,18077.68425
2012-03-29 20:00:00,46.96,24298.0,16907.076250000002
2012-03-29 21:00:00,42.25,23098.5,15996.605
2012-03-29 22:00:00,41.02,21609.5,15124.1325
2012-03-29 23:00:00,28.03,19785.0,14392.16
2012-03-30 00:00:00,16.12,18636.75,14784.6025
2012-03-30 01:00:00,18.42,18137.25,14218.27
2012-03-30 02:00:00,17.99,17959.75,13740.5325
2012-03-30 03:00:00,16.2,18346.0,13405.3575
2012-03-30 04:00:00,17.13,18885.75,13186.37
2012-03-30 05:00:00,23.41,20042.5,13141.155
2012-03-30 06:00:00,38.0,22602.0,13217.09875
2012-03-30 07:00:00,49.89,24027.75,13583.93675
2012-03-30 08:00:00,46.99,25007.25,14666.96375
2012-03-30 09:00:00,45.3,25492.25,16195.98175
2012-03-30 10:00:00,44.92,25992.25,17902.762
2012-03-30 11:00:00,44.98,26605.0,19438.2785
2012-03-30 12:00:00,40.96,26725.75,20713.28675
2012-03-30 13:00:00,36.44,26622.5,21363.1795
2012-03-30 14:00:00,35.96,25915.0,21290.892
2012-03-30 15:00:00,35.59,25415.75,20748.5625
2012-03-30 16:00:00,35.01,24654.0,19784.5635
2012-03-30 17:00:00,38.81,23962.25,18537.14725
2012-03-30 18:00:00,41.56,23571.75,16879.985
2012-03-30 19:00:00,46.15,23738.75,15401.27725
2012-03-30 20:00:00,46.39,23051.75,14535.43
2012-03-30 21:00:00,43.0,22139.5,14383.1075
2012-03-30 22:00:00,41.95,20932.5,14485.8625
2012-03-30 23:00:00,32.23,19623.5,15238.725
2012-03-31 00:00:00,15.02,18349.75,16663.71
2012-03-31 01:00:00,12.0,17708.75,17048.4875
2012-03-31 02:00:00,5.02,17273.0,17508.565
2012-03-31 03:00:00,4.02,17448.5,18112.965
2012-03-31 04:00:00,1.85,17671.75,18621.83
2012-03-31 05:00:00,5.01,17715.75,18951.58375
2012-03-31 06:00:00,-3.03,17793.75,19177.519
2012-03-31 07:00:00,15.0,19336.75,19492.144
2012-03-31 08:00:00,23.71,20999.75,20261.45175
2012-03-31 09:00:00,24.87,22322.5,21224.42825
2012-03-31 10:00:00,24.97,22943.75,22347.31175
2012-03-31 11:00:00,24.54,23425.75,23771.98875
2012-03-31 12:00:00,23.8,23223.25,24326.08075
2012-03-31 13:00:00,17.36,22418.0,24326.03275
2012-03-31 14:00:00,13.13,21768.75,23895.6335
2012-03-31 15:00:00,14.68,21291.0,22852.946000000004
2012-03-31 16:00:00,11.0,20915.75,20858.0385
2012-03-31 17:00:00,17.35,20859.25,17985.62675
2012-03-31 18:00:00,29.34,20978.75,14796.83925
2012-03-31 19:00:00,34.03,21508.75,11629.224
2012-03-31 20:00:00,39.92,20778.0,9229.78125
2012-03-31 21:00:00,37.43,20079.0,7839.17
2012-03-31 22:00:00,39.96,19418.75,6833.24
2012-03-31 23:00:00,30.73,18168.0,6114.38
2012-04-01 00:00:00,29.99,16424.75,5054.185
2012-04-01 01:00:00,24.53,15526.5,4657.9925
2012-04-01 02:00:00,23.55,15173.25,4452.9175
2012-04-01 03:00:00,22.25,15109.25,4315.755
2012-04-01 04:00:00,23.01,15108.5,4290.395
2012-04-01 05:00:00,23.46,15140.5,4432.29375
2012-04-01 06:00:00,22.62,15234.5,4509.31925
2012-04-01 07:00:00,23.83,15553.5,5427.862499999999
2012-04-01 08:00:00,24.46,16710.5,8474.17775
2012-04-01 09:00:00,25.54,18371.5,12641.53225
2012-04-01 10:00:00,24.68,19578.5,16642.453
2012-04-01 11:00:00,24.54,20347.25,19717.4975
2012-04-01 12:00:00,23.04,20387.75,21982.16125
2012-04-01 13:00:00,14.72,19864.75,23104.44175
2012-04-01 14:00:00,4.87,19118.5,23159.65125
2012-04-01 15:00:00,-0.08,18534.0,22505.3995
2012-04-01 16:00:00,10.51,18232.75,20887.09775
2012-04-01 17:00:00,11.44,18731.5,18544.90625
2012-04-01 18:00:00,23.45,19096.25,16102.794
2012-04-01 19:00:00,39.96,19433.0,14058.10275
2012-04-01 20:00:00,44.94,20867.0,13280.86
2012-04-01 21:00:00,39.37,20572.0,13244.045
2012-04-01 22:00:00,40.98,20359.25,13367.11
2012-04-01 23:00:00,32.82,18697.5,13328.2325
2012-04-02 00:00:00,11.78,17680.5,15570.9475
2012-04-02 01:00:00,11.71,17067.5,15406.795
2012-04-02 02:00:00,11.75,16710.0,14752.1825
2012-04-02 03:00:00,11.74,16911.25,13728.7375
2012-04-02 04:00:00,16.42,17140.75,12567.7
2012-04-02 05:00:00,30.25,18396.75,11169.1875
2012-04-02 06:00:00,46.91,21993.5,9772.7585
2012-04-02 07:00:00,53.27,23657.5,9044.72575
2012-04-02 08:00:00,65.53,24450.25,9784.4485
2012-04-02 09:00:00,59.91,24946.5,11498.27825
2012-04-02 10:00:00,48.94,25766.0,13462.6715
2012-04-02 11:00:00,47.04,26200.5,14601.9895
2012-04-02 12:00:00,45.41,26145.75,15421.3635
2012-04-02 13:00:00,48.84,26240.25,15217.99
2012-04-02 14:00:00,48.82,25523.0,14046.955
2012-04-02 15:00:00,47.58,24940.5,12138.75875
2012-04-02 16:00:00,47.16,24183.25,9431.8475
2012-04-02 17:00:00,49.95,23845.0,6439.591
2012-04-02 18:00:00,54.84,23698.75,3879.28825
2012-04-02 19:00:00,60.34,23529.5,1983.70975
2012-04-02 20:00:00,61.91,24548.5,1136.2775
2012-04-02 21:00:00,58.47,23866.5,880.085
2012-04-02 22:00:00,53.55,22324.5,803.825
2012-04-02 23:00:00,52.92,20364.25,744.94
2012-04-03 00:00:00,46.33,18898.0,752.38
2012-04-03 01:00:00,40.0,18310.5,788.3925
2012-04-03 02:00:00,38.03,17940.0,836.5075
2012-04-03 03:00:00,35.3,18360.25,903.95
2012-04-03 04:00:00,35.21,18604.25,959.1125
2012-04-03 05:00:00,39.71,19686.5,1075.56375
2012-04-03 06:00:00,52.33,22636.0,1197.1850000000002
2012-04-03 07:00:00,61.19,24268.25,1881.486
2012-04-03 08:00:00,65.53,24646.75,3776.2665
2012-04-03 09:00:00,61.76,25033.25,6238.8635
2012-04-03 10:00:00,60.6,25507.75,8636.1575
2012-04-03 11:00:00,57.62,26212.75,10644.9295
2012-04-03 12:00:00,51.93,26429.25,11914.4475
2012-04-03 13:00:00,50.03,26527.5,11869.0735
2012-04-03 14:00:00,50.0,25769.5,10938.83025
2012-04-03 15:00:00,48.51,25035.5,9342.9175
2012-04-03 16:00:00,47.11,24298.75,7411.031
2012-04-03 17:00:00,50.4,24014.75,5426.77475
2012-04-03 18:00:00,57.0,24125.0,4095.21775
2012-04-03 19:00:00,57.48,24471.25,3589.445
2012-04-03 20:00:00,58.94,24934.5,3764.27
2012-04-03 21:00:00,53.03,24049.0,4025.76
2012-04-03 22:00:00,49.94,22725.75,4111.59
2012-04-03 23:00:00,45.24,20874.75,4780.7575
2012-04-04 00:00:00,39.2,19109.5,5089.1275
2012-04-04 01:00:00,36.42,18436.5,5066.45
2012-04-04 02:00:00,34.73,18076.75,5088.7675
2012-04-04 03:00:00,32.37,18331.25,5177.6125
2012-04-04 04:00:00,32.96,18805.25,5375.485
2012-04-04 05:00:00,35.06,19870.25,5315.47625
2012-04-04 06:00:00,44.94,22627.0,5578.858249999999
2012-04-04 07:00:00,53.09,24364.25,6184.59075
2012-04-04 08:00:00,57.83,24869.5,7626.32975
2012-04-04 09:00:00,58.79,25382.5,9473.10425
2012-04-04 10:00:00,58.38,25895.5,11333.21175
2012-04-04 11:00:00,59.95,26661.5,12808.811
2012-04-04 12:00:00,51.91,26924.5,13743.93425
2012-04-04 13:00:00,50.69,26956.0,13748.0205
2012-04-04 14:00:00,45.55,26190.25,12953.19825
2012-04-04 15:00:00,46.31,25444.75,11646.00925
2012-04-04 16:00:00,44.96,24672.0,9852.779
2012-04-04 17:00:00,48.04,24271.25,7993.52625
2012-04-04 18:00:00,53.2,24403.75,6458.60725
2012-04-04 19:00:00,53.2,24712.0,5279.542
2012-04-04 20:00:00,58.24,24984.25,4763.40375
2012-04-04 21:00:00,53.19,24108.5,4522.9075
2012-04-04 22:00:00,52.59,22681.25,4183.08
2012-04-04 23:00:00,44.88,20754.0,3608.9575
2012-04-05 00:00:00,42.32,19057.25,3325.4825
2012-04-05 01:00:00,39.28,18377.25,3181.0675
2012-04-05 02:00:00,36.02,18075.0,3078.715
2012-04-05 03:00:00,34.17,18388.75,2990.655
2012-04-05 04:00:00,34.15,18875.0,2923.9225
2012-04-05 05:00:00,38.18,19767.25,2681.0975
2012-04-05 06:00:00,44.14,22473.5,2679.87125
2012-04-05 07:00:00,53.55,24350.75,2995.3
2012-04-05 08:00:00,64.61,25762.75,3900.4405
2012-04-05 09:00:00,65.98,26237.5,5327.553
2012-04-05 10:00:00,59.28,26934.5,7049.585499999999
2012-04-05 11:00:00,59.04,27681.25,8594.69925
2012-04-05 12:00:00,57.97,27590.5,9504.8815
2012-04-05 13:00:00,54.52,27376.25,9416.4215
2012-04-05 14:00:00,52.05,26373.5,8607.20075
2012-04-05 15:00:00,49.46,25867.5,7410.70575
2012-04-05 16:00:00,44.91,24876.25,5872.221
2012-04-05 17:00:00,50.0,24233.0,4313.11725
2012-04-05 18:00:00,55.51,23997.0,3017.5855
2012-04-05 19:00:00,58.18,23821.25,2105.5015
2012-04-05 20:00:00,58.22,23989.0,1827.5375
2012-04-05 21:00:00,51.38,23433.75,1761.76
2012-04-05 22:00:00,49.93,21515.75,1693.96
2012-04-05 23:00:00,47.68,19104.0,1397.8325
2012-04-06 00:00:00,44.29,17739.75,1422.8225
2012-04-06 01:00:00,39.28,17005.25,1158.4675
2012-04-06 02:00:00,35.89,17283.5,924.41
2012-04-06 03:00:00,34.11,17761.75,727.7025
2012-04-06 04:00:00,33.9,18937.5,622.785
2012-04-06 05:00:00,41.58,19898.0,563.2925
2012-04-06 06:00:00,45.9,22537.25,629.885
2012-04-06 07:00:00,40.17,24407.0,1185.846
2012-04-06 08:00:00,47.03,25405.75,2814.2200000000003
2012-04-06 09:00:00,48.94,25888.25,5043.5740000000005
2012-04-06 10:00:00,47.07,26351.75,7476.065999999999
2012-04-06 11:00:00,49.0,26276.75,9520.31125
2012-04-06 12:00:00,48.96,26082.0,10897.7935
2012-04-06 13:00:00,40.4,25587.25,11691.279
2012-04-06 14:00:00,34.03,25063.5,11832.58725
2012-04-06 15:00:00,34.25,24490.5,11264.903
2012-04-06 16:00:00,34.56,24101.25,9930.56425
2012-04-06 17:00:00,39.94,23896.0,8184.06825
2012-04-06 18:00:00,40.5,23741.75,6561.51375
2012-04-06 19:00:00,42.96,24282.75,5363.25275
2012-04-06 20:00:00,49.65,24220.75,4926.42875
2012-04-06 21:00:00,46.66,23421.5,5013.73
2012-04-06 22:00:00,43.38,22410.25,5293.0175
2012-04-06 23:00:00,40.1,20909.25,5446.34
2012-04-07 00:00:00,44.94,19300.5,4953.8575
2012-04-07 01:00:00,40.0,18768.75,5297.1825
2012-04-07 02:00:00,34.18,17779.5,5498.64
2012-04-07 03:00:00,31.64,16863.75,5504.8075
2012-04-07 04:00:00,30.36,15845.75,5837.905
2012-04-07 05:00:00,30.32,16306.75,6160.1775
2012-04-07 06:00:00,34.17,17033.75,6357.29425
2012-04-07 07:00:00,38.2,18075.75,6854.162499999999
2012-04-07 08:00:00,42.44,19319.25,8007.67225
2012-04-07 09:00:00,46.94,20854.75,9835.178
2012-04-07 10:00:00,48.99,21780.5,12118.92725
2012-04-07 11:00:00,45.15,22042.0,14847.757
2012-04-07 12:00:00,40.9,22113.75,16589.33875
2012-04-07 13:00:00,36.47,21634.0,17804.4525
2012-04-07 14:00:00,31.97,21655.5,18269.9105
2012-04-07 15:00:00,29.65,21253.0,18013.2595
2012-04-07 16:00:00,29.11,20799.75,16461.77275
2012-04-07 17:00:00,35.8,20348.5,13758.27
2012-04-07 18:00:00,40.57,20404.75,10521.5405
2012-04-07 19:00:00,42.39,20459.5,7540.8795
2012-04-07 20:00:00,48.73,20529.0,5680.609
2012-04-07 21:00:00,46.0,20287.25,4700.4975
2012-04-07 22:00:00,48.27,19981.75,3960.9125
2012-04-07 23:00:00,49.64,18828.5,3504.7275
2012-04-08 00:00:00,47.09,17187.75,3176.115
2012-04-08 01:00:00,36.31,16537.75,2852.8125
2012-04-08 02:00:00,34.04,16715.75,2617.395
2012-04-08 03:00:00,32.54,16380.5,2439.6425
2012-04-08 04:00:00,32.13,16455.0,2294.0725
2012-04-08 05:00:00,33.09,15968.75,2100.3075000000003
2012-04-08 06:00:00,30.11,14703.0,2032.21275
2012-04-08 07:00:00,28.45,14511.5,2679.028
2012-04-08 08:00:00,28.92,15998.0,4870.34125
2012-04-08 09:00:00,31.97,17771.5,7626.454
2012-04-08 10:00:00,30.66,19011.75,10079.63275
2012-04-08 11:00:00,30.63,20185.5,11663.92725
2012-04-08 12:00:00,30.28,20466.5,11864.2915
2012-04-08 13:00:00,26.83,19743.0,11235.01025
2012-04-08 14:00:00,25.55,19160.5,10210.042
2012-04-08 15:00:00,24.75,18908.25,9099.65375
2012-04-08 16:00:00,25.83,18584.5,7200.66775
2012-04-08 17:00:00,29.09,18793.5,4983.2225
2012-04-08 18:00:00,37.63,19355.25,3045.21175
2012-04-08 19:00:00,44.93,19687.25,1711.519
2012-04-08 20:00:00,51.8,20426.75,1345.717
2012-04-08 21:00:00,52.82,20409.75,1783.475
2012-04-08 22:00:00,52.84,20156.75,2786.5725
2012-04-08 23:00:00,46.49,19081.0,4086.43
2012-04-09 00:00:00,25.0,18393.5,6192.575
2012-04-09 01:00:00,13.09,17936.75,7632.825
2012-04-09 02:00:00,11.88,17157.25,8805.205
2012-04-09 03:00:00,12.0,16667.0,9542.8325
2012-04-09 04:00:00,11.86,16233.5,10013.84
2012-04-09 05:00:00,13.02,17327.75,10098.54875
2012-04-09 06:00:00,13.32,19383.5,9981.68825
2012-04-09 07:00:00,13.09,20855.5,10421.3845
2012-04-09 08:00:00,21.97,21887.25,11486.557
2012-04-09 09:00:00,27.03,22855.25,12851.39125
2012-04-09 10:00:00,28.09,24080.5,14221.075
2012-04-09 11:00:00,31.58,24777.75,14916.769
2012-04-09 12:00:00,29.33,24860.25,15531.572
2012-04-09 13:00:00,24.1,24505.5,15572.19025
2012-04-09 14:00:00,17.93,24231.0,15061.75625
2012-04-09 15:00:00,13.97,23846.25,14358.8385
2012-04-09 16:00:00,13.96,22924.0,13206.4105
2012-04-09 17:00:00,21.72,22489.75,11747.4235
2012-04-09 18:00:00,27.29,22351.5,10768.62975
2012-04-09 19:00:00,29.14,21769.25,10218.80775
2012-04-09 20:00:00,34.26,22656.0,10208.7855
2012-04-09 21:00:00,29.98,22252.0,10603.115
2012-04-09 22:00:00,34.03,20498.0,11085.58
2012-04-09 23:00:00,27.0,18636.25,11328.0175
2012-04-10 00:00:00,23.6,17536.75,11389.21
2012-04-10 01:00:00,17.39,16800.5,11781.265
2012-04-10 02:00:00,14.07,17554.0,12094.5875
2012-04-10 03:00:00,12.03,19373.5,12507.1175
2012-04-10 04:00:00,11.45,21528.0,12957.5575
2012-04-10 05:00:00,14.24,22107.75,13125.09125
2012-04-10 06:00:00,29.93,23233.0,13319.84
2012-04-10 07:00:00,43.37,24898.0,13764.6025
2012-04-10 08:00:00,46.99,26950.25,14671.83075
2012-04-10 09:00:00,45.89,28278.0,15967.21725
2012-04-10 10:00:00,40.98,29276.75,17346.67
2012-04-10 11:00:00,39.94,30018.0,18150.22675
2012-04-10 12:00:00,36.33,29546.25,18741.02025
2012-04-10 13:00:00,37.89,28966.0,18319.77525
2012-04-10 14:00:00,40.05,28621.75,16826.201
2012-04-10 15:00:00,48.84,27895.5,14619.3975
2012-04-10 16:00:00,49.94,26875.25,11782.32975
